Vol,Page,Area,Witness,Location,Url
1,709,"South Uist, Lochboisdale",John Walker,North Boisdale,http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-john-walker.html
1,712,"South Uist, Lochboisdale",Donald Macdonald,South Boisdale,http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-donald-macdonald.html
1,715,"South Uist, Lochboisdale",Rev Alexander Mackintosh,,http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-rev-alexander.html
1,725,"South Uist, Lochboisdale",Rev Roderick Macdonald,South Uist,http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-rev-roderick.html
1,732,"South Uist, Lochboisdale",Donald Black,Glasgow,http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-donald-black.html
1,737,"South Uist, Lochboisdale",John Mccaskill,Eriskay,http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-john-mcaskill.html
1,740,"South Uist, Lochboisdale",Donald Mclellan,Garra-na-mony,http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-donald-mclellan.html
1,743,"South Uist, Lochboisdale",Alexander Mcneil,Smercleit,http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-alexander-mcneil.html
1,746,"South Uist, Lochboisdale",Donald Currie,South Loch Boisdale,http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-donald-currie.html
1,747,"South Uist, Lochboisdale",Donald Gillies,Caolas-an-eilean,http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-donald-gillies.html
1,748,"South Uist, Lochboisdale",Donald Macfie,South Boisdale,http://napier-outerhebrides.blogspot.com/2010/06/28-may-1883-donald-macfie.html
1,749,"South Uist, Lochboisdale",John Mckinnon,Kilphedar,http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-john-mckinnon.html
1,749,"Benbecula, Torlum",Angus Mcfie,Island of Flodda,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-angus-mcfie.html
1,752,"Benbecula, Torlum",Donald Mckinnon,Balvannich,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-donald-mckinnon.html
1,753,"Benbecula, Torlum",Ranald Macdonald,Aird,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-ranald-macdonald.html
1,756,"Benbecula, Torlum",Angus Macdonald,Griminish,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-angus-macdonald.html
1,759,"Benbecula, Torlum",Donald Mcdonald,Torlum,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-donald-mcdonald.html
1,762,"Benbecula, Torlum",Ranald Macdonald,,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-ranald-macdonald_01.html
1,775,"Benbecula, Torlum",Angus Mckinnon,Linicleit,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-angus-mckinnon.html
1,777,"Benbecula, Torlum",Rev Donald Mccoll,Iochdar,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-rev-donald-mccoll.html
1,783,"Benbecula, Torlum",John Mcleod,Iochdar,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-john-mcleod.html
1,783,"Benbecula, Torlum",John Mckellag,Hacleit,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-john-mckellag.html
1,784,"Benbecula, Torlum",John Mcdonald,Gramisdale,http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-john-mcdonald.html
1,785,"North Uist, Loch Eport",Malcolm Mcinnes,Tigharry,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-malcolm-mcinnes.html
1,790,"North Uist, Loch Eport",James Mccorquidale,Carinish,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-james.html
1,796,"North Uist, Loch Eport",John Morrison,Loch Eport,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-john-morrison.html
1,800,"North Uist, Loch Eport",Angus Macaulay,Middle Quarter,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-angus-macaulay.html
1,803,"North Uist, Loch Eport",Donald Mcqueen,Middle Quarter,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-donald-mcqueen.html
1,804,"North Uist, Loch Eport",Angus Macdonald,Island of Boreray,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-angus-macdonald.html
1,807,"North Uist, Loch Eport",Rev Donald Mclean,Carinish,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-rev-donald.html
1,809,"North Uist, Loch Eport",Rev John Alexander Macrae,North Uist,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-rev-john.html
1,816,"North Uist, Loch Eport",John Macdonald,North Uist,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-john-macdonald.html
1,824,"North Uist, Loch Eport",Angus Macaulay,Grimsay Island,https://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-angus-macaulay.html
1,825,"North Uist, Loch Eport",John Macdonald,"Illeray, Baleshare",https://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-john-macdonald.html
1,828,"North Uist, Loch Eport",John Boyd,Houghgarry,https://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-john-boyd.html
1,830,"North Uist, Loch Eport",John Laing,Knock-an-Torran,https://napier-outerhebrides.blogspot.com/2010/06/john-laing-loch-eport.html
1,832,"North Uist, Loch Eport",Angus Fraser,Balemore,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-angus-fraser.html
1,833,"North Uist, Loch Eport",Archibald Macdonald,Knockline,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-archibald.html
1,836,"North Uist, Loch Eport",Alexander Mackinnon,Cladach Carinish,http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-alexander.html
1,837,"Harris, Obe",Rev Alexander Davidson,Harris,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-rev-alexander.html
1,845,"Harris, Obe",Malcolm Mcleod,Bernera,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-malcolm-mcleod.html
2,849,"Harris, Obe",Lachlan Munro,Bernera,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-lachlan-munro.html
2,851,"Harris, Obe",Roderick Ross,Geocrab,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-roderick-ross.html
2,852,"Harris, Obe",Donald Morrison,Geocrab,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-donald-morrison.html
2,854,"Harris, Obe",Hugh Morrison,Finsbay,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-hugh-morrison.html
2,856,"Harris, Obe",John Macdonald,North Uist,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-john-macdonald.html
2,857,"Harris, Obe",Kenneth Macdonald,Scaristavore,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-kenneth.html
2,860,"Harris, Obe",Thomas Brydone,,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-thomas-brydone.html
2,863,"Harris, Obe",Duncan Morrison,Finsbay,http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-duncan-morrison.html
2,864,"St Kilda,�",Rev John Mackay,St Kilda,http://napier-outerhebrides.blogspot.com/2010/05/st-kilda-2-june-1883-i.html
2,870,"St Kilda,�",Donald Macdonald,St Kilda,http://napier-outerhebrides.blogspot.com/2010/05/st-kilda-2-june-1883-ii.html
2,873,"St Kilda,�",Angus Gillies,St Kilda,http://napier-outerhebrides.blogspot.com/2010/05/st-kilda-2-june-1883-iii.html
2,875,"Lewis, Meavaig",Murdo Mclean,Valtos,http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-murdo-mclean.html
2,884,"Lewis, Meavaig",Donald Mathieson,Kneep,http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-donald.html
2,887,"Lewis, Meavaig",Norman Morrison,Brenish,http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-norman.html
2,891,"Lewis, Meavaig",William Mackay,Lewis Estate,http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-william.html
2,901,"Lewis, Meavaig",Angus Macarthur,"Kirkibost, Bernera",http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-angus.html
2,904,"Lewis, Meavaig",George Macaulay,"Hacleit, Bernera",http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-george.html
2,907,"Lewis, Meavaig",Rev Angus Maciver,,http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-rev-angus.html
2,919,"Lewis, Meavaig",John Mathieson,"Aird, Uig",http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-john.html
2,923,"Lewis, Meavaig",John Ferguson,Carishader,http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-john-ferguson.html
2,924,"Lewis, Meavaig",Alexander Macdonald,Crowlista,http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-alexander.html
2,927,"Lewis, Breasclete",Neil Maclennan,Breasclete Park,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-neil.html
2,932,"Lewis, Breasclete",John Maciver,Breasclete,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-john.html
2,936,"Lewis, Breasclete",Donald Martin,Tolsta,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-donald.html
2,941,"Lewis, Breasclete",Donald Macdonald,Dun of Carloway,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-donald_09.html
2,943,"Lewis, Breasclete",Murdo Macdonald,"Tobson, Berneray",http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-donald_5132.html
2,951,"Lewis, Breasclete",John Mackenzie,Callernish,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-john_09.html
2,952,"Lewis, Breasclete",George Smith,Callernish,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-george.html
2,953,"Lewis, Breasclete",Murdo Macleod,Borrowston,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-murdo.html
2,954,"Lewis, Breasclete",Norman Mcarthur,Borrowston,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-norman.html
2,954,"Lewis, Breasclete",Norman Macphail,Upper Carloway,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-norman_09.html
2,955,"Lewis, Breasclete",Norman Morrison,"Knock, Carloway",http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-norman_8520.html
2,956,"Lewis, Breasclete",Angus Paterson,Kirvig,http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-angus.html
2,957,"Lewis, Barvas�",William Mackay,Lewis Estate,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-william-mackay.html
2,960,"Lewis, Barvas�",Malcolm Mcphail,South Shawbost,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-malcolm.html
2,965,"Lewis, Barvas�",John Nicolson,New Shawbost,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-john-nicolson.html
2,969,"Lewis, Barvas�",Donald Mcleod,North Shawbost,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-donald-mcleod.html
2,973,"Lewis, Barvas�",John Matheson,Upper Barvas,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-john-matheson.html
2,978,"Lewis, Barvas�",Rev James Strachan,Barvas,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-rev-james.html
2,986,"Lewis, Barvas�",Duncan Macleod,Bragar,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-duncan-macleod.html
2,989,"Lewis, Barvas�",Norman Campbell,Arnol,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-norman.html
2,990,"Lewis, Barvas�",Angus Campbell,North Bragar,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-angus-campbell.html
2,991,"Lewis, Barvas�","Alexander Macleod, Donald Murray, Donald Macleod, Written Statement",Lower Barvas,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html
2,991,"Lewis, Barvas�","Roderick Mcleod, Written Statement",Upper Shader,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html
2,992,"Lewis, Barvas�","Angus Graham, Written Statement",Lower Shader,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html
2,992,"Lewis, Barvas�","Murdo Grahame, Written Statement",Borve,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html
2,993,"Lewis, Barvas�","John Mclean, Written Statement",Shawbost,http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html
2,994,"Lewis, Ness",Malcolm Mclean,Swainbost,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-malcolm-mclean.html
2,997,"Lewis, Ness",Finlay Mackenzie,Tabost,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-finlay-mackenzie.html
2,1001,"Lewis, Ness",Murdo Mackay,Lionel,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-murdo-mackay.html
2,1003,"Lewis, Ness",Murdo Morrison,Lionel,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-murdo-morrison.html
2,1006,"Lewis, Ness",Malcolm Mackenzie,Sgigersta,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-malcolm.html
2,1007,"Lewis, Ness",Donald Mciver,Cross of Ness,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-donald-mciver.html
2,1010,"Lewis, Ness",John Macdonald,South Dell,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-john-macdonald.html
2,1013,"Lewis, Ness",John Macdonald,Knockaird,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-john-macdonald_13.html
2,1015,"Lewis, Ness",John Munro,Lionel,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-john-munro.html
2,1018,"Lewis, Ness",John Macleod,Ness,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-john-macleod.html
2,1021,"Lewis, Ness",Farquhar Murray,North Dell,http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-farquhar-murray.html
2,1023,"Lewis, Stornoway",Donald Campbell,South Tolsta,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-donald.html
2,1026,"Lewis, Stornoway",Roderick Mackenzie,Nether Coll,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-roderick.html
2,1031,"Lewis, Stornoway",Donald Martin,Back,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-donald_14.html
2,1035,"Lewis, Stornoway",Angus Mcleod,"Aird, Point",http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-angus.html
2,1040,"Lewis, Stornoway",Alexander Mackenzie,Branahine,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-alexander.html
2,1044,"Lewis, Stornoway",Torquil Mcleod,"Knock, Point",http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-torquil.html
2,1047,"Lewis, Stornoway",Kenneth Mcleod,Garabost,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-kenneth.html
2,1051,"Lewis, Stornoway",John Stewart,Bayble,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-9-june-1883-john.html
2,1053,"Lewis, Stornoway",Roderick McLeod�,Upper Bayble,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-9-june-1883-roderick.html
2,1054,"Lewis, Stornoway",Rev Angus Maciver,,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-rev-angus.html
2,1055,"Lewis, Stornoway",Alexander Morrison,Stornoway,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-9-june-1883-alexander.html
2,1068,"Lewis, Stornoway",Roderick Mcsween,Steinish,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-9-june-1883-roderick_16.html
2,1071,"Lewis, Stornoway",Napier Campbell,Stornoway,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-napier.html
2,1072,"Lewis, Stornoway",Charles Mackenzie Macrae,,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-charles.html
2,1090,"Lewis, Stornoway",William Mackay,Lewis Estate,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-william.html
2,1108,"Lewis, Stornoway",Rev James Greenfield,Stornoway,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-rev-james.html
2,1114,"Lewis, Stornoway",Donald Smith,,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-donald.html
2,1119,"Lewis, Stornoway",James Mccombie,Peterhead,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-james.html
2,1124,"Lewis, Stornoway",Alexander Murray,Stornoway,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-alexander.html
2,1126,"Lewis, Stornoway",Murdo Macleod,Stornoway,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-murdo.html
2,1128,"Lewis, Stornoway",Duncan Mackenzie,Melbost,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-duncan.html
2,1129,"Lewis, Stornoway",Angus Macleod,Portnaguirin,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-angus.html
2,1130,"Lewis, Stornoway",Donald Mccaskill,Sheshader,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-donald_20.html
2,1130,"Lewis, Stornoway",Donald Macleod,Lower Bayble,http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-donald_4404.html
2,1131,"Lewis, Keose",William Mackay,Lewis Estate,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-william-mackay.html
2,1133,"Lewis, Keose",John Smith,Balallan,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-john-smith.html
2,1136,"Lewis, Keose",John Mcleod,Kershader,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-john-mcleod.html
2,1139,"Lewis, Keose",George Mackenzie,Laxay,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-george.html
2,1143,"Lewis, Keose",Murdo Mcmillan,Gravir,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-murdo-mcmillan.html
2,1147,"Lewis, Keose",Roderick Finlayson,Maravaig,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-roderick.html
2,1151,"Lewis, Keose",Kenneth Mcdonald,Leurbost,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-kenneth.html
2,1154,"Lewis, Keose",George Macrae,Grimshader,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-george-macrae.html
2,1157,"Lewis, Keose",Donald Mackenzie,Crossbost,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-donald.html
2,1159,"Lewis, Keose",Roderick Ross,Edinburgh,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-roderick-ross.html
2,1164,"Lewis, Keose",Rev Ewan Campbell,,http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-ewen-campbell.html
2,1166,"Harris, Tarbert",Norman Macdonald,Island of Scarp,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-norman.html
2,1170,"Harris, Tarbert",John Mcleod,Ardhassaig,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-john-mcleod.html
2,1174,"Harris, Tarbert",John Mcdiarmid,Scalpa,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-john.html
2,1176,"Harris, Tarbert",Murdo Morrison,Caolas Scalpa,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-murdo.html
2,1179,"Harris, Tarbert",Rev Roderick Mackenzie,Tarbert,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-rev.html
2,1186,"Harris, Tarbert",Kenneth Macdonald,Scaristavore,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-kenneth.html
2,1192,"Harris, Tarbert",Angus Campbell,Plocropool,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-angus.html
2,1194,"Harris, Tarbert",John Mcleod,Tarbert,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-john-mcleod_24.html
2,1196,"Harris, Tarbert",Angus Ferguson,Taransay,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-angus_24.html
2,1198,"Harris, Tarbert",Ronald Macdonald,Taransay,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-ronald.html
2,1200,"Harris, Tarbert",Donald Mcdonald,Grosaway,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-donald.html
2,1201,"Harris, Tarbert",Lachlan Campbell,Scadabay,http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-lachlan.html
2,1203,"Shetland, Lerwick",Arthur James Hay,Lerwick,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-13-july-1883-arthur.html
2,1216,"Shetland, Lerwick",Laurence Jarmson,South Connigsburgh,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-13-july-1883-laurence.html
2,1226,"Mid Yell, Raefirth",James A Campbell,Fetlar,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-rev.html
2,1235,"Mid Yell, Raefirth",James Ormand,Mid Yell,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-john.html
2,1242,"Mid Yell, Raefirth",Rev James Barclay,Mid Yell,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-rev_21.html
2,1247,"Mid Yell, Raefirth",Matthew Robertson,Mid Yell,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-matthew.html
2,1250,"Mid Yell, Raefirth",Thomas Green,West Yell,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-thomas.html
2,1254,"Mid Yell, Raefirth",Basil Sinclair,West Sandwick,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-basil.html
2,1257,"Mid Yell, Raefirth",Hugh Hughson,,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-hugh.html
2,1261,"Mid Yell, Raefirth",Alexander Walker,Mid Yell,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883_21.html
2,1266,"Mid Yell, Raefirth",James M. Barclay,Mid and South Yell,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-james-m.html
2,1273,"Mid Yell, Raefirth",David Petrie,Mid Yell,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-david.html
2,1274,"Mid Yell, Raefirth",David Ogilvie,Mid Yell,http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-david_21.html
2,1278,"Unst, Baltasound",Andrew Spench,"Breakon, North",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-andrew.html
2,1280,"Unst, Baltasound",Donald Moar,Cullivoe,http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-donald.html
2,1287,"Unst, Baltasound",Archibald Smith,"Quoay, Westing, Unst",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-archibald.html
2,1289,"Unst, Baltasound",Robert Johnston,"Tipton, Haroldswick, Unst",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-robert.html
2,1291,"Unst, Baltasound",Robert Robertson,"West Myres, Scraefield, Unst",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-robert_22.html
2,1294,"Unst, Baltasound",John Harrison,"Balaster, Unst",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-john.html
2,1295,"Unst, Baltasound",Thomas Abernethy,"Pettester, Unst",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-thomas.html
2,1300,"Unst, Baltasound",David Charles Edmonston,Unst,http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-david.html
2,1311,"Unst, Baltasound",Alexander Harper Homeron,"Westing, Unst",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-alexander.html
2,1311,"Unst, Baltasound",William Spence,"Ballista, Unst",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-william.html
2,1312,"Unst, Baltasound",James William Bruce,"Ballista, Unst",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-james.html
2,1314,"Unst, Baltasound",Alexander Sandison,Uyea Sound,http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-alexander_23.html
2,1314,"Unst, Baltasound",James William Bruce,"Ballista, Unst",http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-james_23.html
2,1315,"Shetland, Hillswick",James Winchester,,http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-james.html
2,1317,"Shetland, Hillswick",Erasmus Doull,"North Roe, North Mavin",http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-erasmus.html
2,1323,"Shetland, Hillswick",Rev J.R. Sutherland,North Mavin,http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-rev-jr.html
2,1327,"Shetland, Hillswick",John Anderson,Hillswick,http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-john.html
2,1335,"Shetland, Hillswick",Robert Sinclair,Hamar,http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-robert.html
2,1336,"Shetland, Hillswick",Samuel Anderson,"Croagreen, Ollaberry",http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-samuel.html
2,1338,"Shetland, Hillswick",George Sinclair,Ollaberry,http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-george.html
2,1347,"Shetland, Hillswick",Rev James Fraser,Sulem,http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-rev.html
2,1352,"Shetland, Hillswick",John Macpherson,Isleburgh,http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-john_24.html
2,1354,"Shetland, Foula",Robert Gear,Foula,http://napier-shetland.blogspot.com/2010/09/foula-18-july-1883-robert-gear.html
