"","Vol","Page","Area","Witness","Location","Url","header"
"133",1,"408","Skye, Glendale","John Mcswan","Skiniden","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-john-mcswan.html","Glendale, Skye, 21 May 1883 - John Mcswan"
"134",1,"408","Skye, Glendale","Norman Mcleod","Fasach, Glendale","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-john-mcswan.html","Glendale, Skye, 21 May 1883 - John Mcswan"
"135",1,"409","Skye, Glendale","John Mcswan","Skiniden","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-john-mcswan-2.html","Glendale, Skye, 21 May 1883 - John Mcswan (2)"
"136",1,"410","Skye, Glendale","John Campbell","Hamara","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-john-campbell.html","Glendale, Skye, 21 May 1883 - John Campbell"
"137",1,"414","Skye, Glendale","Alexander Mackenzie","Boreraig","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-alexander_06.html","Glendale, Skye, 21 May 1883 - Alexander Mackenzie"
"138",1,"420","Skye, Glendale","Donald Mclean","Galtrigill","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-donald-mclean.html","Glendale, Skye, 21 May 1883 - Donald Mclean"
"139",1,"424","Skye, Glendale","Magnus Mclean","Husabost","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-magnus-mclean.html","Glendale, Skye, 21 May 1883 - Magnus Mclean"
"140",1,"427","Skye, Glendale","John Mckinnon","Ferrinvicquarrie","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-john-mckinnon.html","Glendale, Skye, 21 May 1883 - John Mckinnon"
"141",1,"431","Skye, Glendale","Nicol Martin","Husabost","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-dr-nicol.html","Glendale, Skye, 21 May 1883 - Dr Nicol Martin"
"142",1,"437","Skye, Glendale","Roderick Campbell","Borrodale","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-roderick.html","Glendale, Skye, 21 May 1883 - Roderick Campbell"
"143",1,"437","Skye, Glendale","Alexander Mclean","Lower Milovaig","http://napier-skye.blogspot.com/2010/09/glendale-skye-21-may-1883-alexander_07.html","Glendale, Skye, 21 May 1883 - Alexander Mclean"
"144",1,"438","Raasay, Torran","Charles Mcleod","Arnish, Raasay","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-charles.html","Torran, Raasay, 22 May 1883 - Charles Mcleod"
"145",1,"442","Raasay, Torran","Murdo Nicolson","Torran","https://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-murdo.html","Torran, Raasay, 22 May 1883 - Murdo Nicolson"
"146",1,"444","Raasay, Torran","John Gillies","Umachan","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-john-gillies.html","Torran, Raasay, 22 May 1883 - John Gillies (Umachan)"
"147",1,"445","Raasay, Torran","John Gillies","Fladda","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-john-gillies_08.html","Torran, Raasay, 22 May 1883 - John Gillies (Fladda)"
"148",1,"447","Raasay, Torran","Donald Mcleod","Kyle Rona","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-donald-mcleod.html","Torran, Raasay, 22 May 1883 - Donald Mcleod"
"149",1,"451","Raasay, Torran","Alexander Mclennan","Eilean Fladda","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-alexander.html","Torran, Raasay, 22 May 1883 - Alexander Mclennan"
"150",1,"452","Raasay, Torran","John Mclean","Oscaig","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-john-mclean.html","Torran, Raasay, 22 May 1883 - John Mclean"
"151",1,"454","Raasay, Torran","Roderick Mackay","Dryharbour, Rona","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-roderick.html","Torran, Raasay, 22 May 1883 - Roderick Mackay"
"152",1,"457","Raasay, Torran","John Nicolson","Doirre-na-Guille, Rona","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-john-nicolson.html","Torran, Raasay, 22 May 1883 - John Nicolson"
"153",1,"460","Raasay, Torran","Neil Mcleod","Braig","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-neil-mcleod.html","Torran, Raasay, 22 May 1883 - Neil Mcleod"
"154",1,"461","Raasay, Torran","John Munro","Raasay","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-john-munro.html","Torran, Raasay, 22 May 1883 - John Munro"
"155",1,"465","Raasay, Torran","Norman Mclean","Balehuirn, Raasay","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-norman-mclean.html","Torran, Raasay, 22 May 1883 - Norman Mclean"
"156",1,"467","Raasay, Torran","Alexander Mcleod","North Arnish","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-alexander_08.html","Torran, Raasay, 22 May 1883 - Alexander Mcleod"
"157",1,"468","Raasay, Torran","James Ross","Inverness","http://napier-skye.blogspot.com/2010/09/torran-raasay-22-may-1883-james-ross.html","Torran, Raasay, 22 May 1883 - James Ross"
"158",1,"475","Skye, Portree","Alexander Macdonald","Portree","http://napier-skye.blogspot.com/2010/09/portree-skye-23-may-1883-alexander.html","Portree, Skye, 23 May 1883 - Alexander Macdonald (factor)"
"159",1,"532","Skye, Portree","John Robertson","Grishornish","http://napier-skye.blogspot.com/2010/09/portree-skye-23-may-1883-john-robertson.html","Portree, Skye, 23 May 1883 - John Robertson (factor)"
"160",1,"537","Skye, Portree","John Stewart","Scorrybreck","http://napier-skye.blogspot.com/2010/09/portree-skye-23-may-1883-john-stewart.html","Portree, Skye, 23 May 1883 - John Stewart"
"161",1,"546","Skye, Portree","John Robertson","Portree","http://napier-skye.blogspot.com/2010/09/portree-skye-23-may-1883-john-robertson_09.html","Portree, Skye, 23 May 1883 - John Robertson (merchant)"
"162",1,"551","Skye, Portree","Lachlan Macdonald","Skeabost","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-lachlan.html","Portree, Skye, 24 May 1883 - Lachlan Macdonald"
"163",1,"564","Skye, Portree","John Baird","Knoydart","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-john-baird.html","Portree, Skye, 24 May 1883 - John Baird"
"164",1,"571","Skye, Portree","Angus Beaton","Skeabost","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-angus-beaton.html","Portree, Skye, 24 May 1883 - Angus Beaton"
"165",1,"573","Skye, Portree","John Forsyth","Balnagowan","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-john-forsyth.html","Portree, Skye, 24 May 1883 - John Forsyth"
"166",1,"581","Skye, Portree","Roderick Mcmillan","Portree","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-roderick.html","Portree, Skye, 24 May 1883 - Roderick Mcmillan"
"167",1,"587","Skye, Portree","Donald Macdonald","Tormore","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-donald.html","Portree, Skye, 24 May 1883 - Donald Macdonald"
"168",1,"607","Skye, Portree","Rev John Darroch","Portree","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-rev-john.html","Portree, Skye, 24 May 1883 - Rev John Darroch"
"169",1,"610","Skye, Portree","John Lawson","Portree","http://napier-skye.blogspot.com/2010/09/portree-skye-23-may-1883-john-lawson.html","Portree, Skye, 23 May 1883 - John Lawson"
"170",1,"611","Skye, Portree","Capt Allan Macdonald","Waternish","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-allan.html","Portree, Skye, 24 May 1883 - Allan Macdonald"
"171",1,"618","Skye, Portree","Donald Colin Cameron","Tallisker","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-donald-colin.html","Portree, Skye, 24 May 1883 - Donald Colin Cameron"
"172",1,"624","Skye, Portree","Donald C. Cameron","Glen Brittle","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-donald-c.html","Portree, Skye, 24 May 1883 - Donald C. Cameron (Glen Brittle)"
"173",1,"626","Skye, Portree","Dugald Maclachlan","Portree","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-dugald.html","Portree, Skye, 24 May 1883 - Dugald Maclachlan"
"174",1,"639","Skye, Portree","John Mcleod","Monkstadt","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-john-mcleod.html","Portree, Skye, 24 May 1883 - John Mcleod"
"175",1,"641","Skye, Portree","Hugh Macrae","Lettermore","http://napier-skye.blogspot.com/2010/09/portree-skye-24-may-1883-hugh-macrae.html","Portree, Skye, 24 May 1883 - Hugh Macrae"
"176",1,"643","Barra, Castlebay","Michael Buchanan","Borv","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-michael-buchanan.html","Barra, 26 May 1883 - Michael Buchanan"
"177",1,"658","Barra, Castlebay","Donald Campbell","Cregston","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-donald-campbell.html","Barra, 26 May 1883 - Donald Campbell"
"178",1,"662","Barra, Castlebay","John Mckinnon","Glen","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-john-mackinnon.html","Barra, 26 May 1883 - John Mackinnon"
"179",1,"665","Barra, Castlebay","John Macpherson","Kentangaval","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-john-macpherson.html","Barra, 26 May 1883 - John Macpherson"
"180",1,"667","Barra, Castlebay","Thomas Ross","Burghead, Moray","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-thomas-ross.html","Barra, 26 May 1883 - Thomas Ross"
"181",1,"672","Barra, Castlebay","Thomas Jenkins","Burghead, Moray","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-thomas-jenkins.html","Barra, 26 May 1883 - Thomas Jenkins"
"182",1,"677","Barra, Castlebay","D.W. Mcgillivray","Eoligary","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-dw-mcgillivray.html","Barra, 26 May 1883 - D.W. McGillivray"
"183",1,"684","Barra, Castlebay","Allan Mcintyre","Castlebay & Glen","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-allan-mcintyre.html","Barra, 26 May 1883 - Allan McIntyre"
"184",1,"686","Barra, Castlebay","Murdoch Mckinnon","Earsary","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-murdoch-mckinnon.html","Barra, 26 May 1883 - Murdoch Mckinnon"
"185",1,"688","Barra, Castlebay","Farquhar Mcneill","Brevaig","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-farquhar-mcneill.html","Barra, 26 May 1883 - Farquhar McNeill"
"186",1,"689","Barra, Castlebay","Ranald Macdonald","Aberdeen","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-ranald-macdonald.html","Barra, 26 May 1883 - Ranald Macdonald"
"187",1,"696","Barra, Castlebay","Rev John Chisholm","Barra","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-rev-james-chisholm.html","Barra, 26 May 1883 - Rev James Chisholm"
"188",1,"697","Barra, Castlebay","Norman Mclean","Barra","http://napier-outerhebrides.blogspot.com/2010/05/barra-26-may-1883-norman-mclean.html","Barra, 26 May 1883 - Norman Mclean"
"189",1,"698","South Uist, Lochboisdale","Donald O'Henley","North Loch Boisdale","http://napier-outerhebrides.blogspot.com/2010/05/lochboisdale-28-may-1883-donald-ohenley.html","South Uist, 28 May 1883 - Donald O'Henley"
"190",1,"701","South Uist, Lochboisdale","Donald Mckinnon","Garraheille","http://napier-outerhebrides.blogspot.com/2010/05/lochboisdale-28-may-1883-donald.html","South Uist, 28 May 1883 - Donald Mackinnon"
"191",1,"703","South Uist, Lochboisdale","John Mackay","Kilphedar","http://napier-outerhebrides.blogspot.com/2010/05/lochboisdale-28-may-1883-john-mackay.html","South Uist, 28 May 1883 - John Mackay"
"192",1,"709","South Uist, Lochboisdale","John Walker","North Boisdale","http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-john-walker.html","South Uist, 28 May 1883 - John Walker"
"193",1,"712","South Uist, Lochboisdale","Donald Macdonald","South Boisdale","http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-donald-macdonald.html","South Uist, 28 May 1883 - Donald Macdonald"
"194",1,"715","South Uist, Lochboisdale","Rev Alexander Mackintosh","","http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-rev-alexander.html","South Uist, 28 May 1883 - Rev Alexander Mackintosh"
"195",1,"725","South Uist, Lochboisdale","Rev Roderick Macdonald","South Uist","http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-rev-roderick.html","South Uist, 28 May 1883 - Rev Roderick Macdonald"
"196",1,"732","South Uist, Lochboisdale","Donald Black","Glasgow","http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-donald-black.html","South Uist, 28 May 1883 - Donald Black"
"197",1,"737","South Uist, Lochboisdale","John Mccaskill","Eriskay","http://napier-outerhebrides.blogspot.com/2010/05/south-uist-28-may-1883-john-mcaskill.html","South Uist, 28 May 1883 - John Mcaskill"
"198",1,"740","South Uist, Lochboisdale","Donald Mclellan","Garra-na-mony","http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-donald-mclellan.html","South Uist, 28 May 1883 - Donald Mclellan"
"199",1,"743","South Uist, Lochboisdale","Alexander Mcneil","Smercleit","http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-alexander-mcneil.html","South Uist, 28 May 1883 - Alexander Mcneil"
"200",1,"746","South Uist, Lochboisdale","Donald Currie","South Loch Boisdale","http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-donald-currie.html","South Uist, 28 May 1883 - Donald Currie"
"201",1,"747","South Uist, Lochboisdale","Donald Gillies","Caolas-an-eilean","http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-donald-gillies.html","South Uist, 28 May 1883 - Donald Gillies"
"202",1,"748","South Uist, Lochboisdale","Donald Macfie","South Boisdale","http://napier-outerhebrides.blogspot.com/2010/06/28-may-1883-donald-macfie.html","South Uist, 28 May 1883 - Donald Macfie"
"203",1,"749","South Uist, Lochboisdale","John Mckinnon","Kilphedar","http://napier-outerhebrides.blogspot.com/2010/06/south-uist-28-may-1883-john-mckinnon.html","South Uist, 28 May 1883 - John Mckinnon"
"204",1,"749","Benbecula, Torlum","Angus Mcfie","Island of Flodda","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-angus-mcfie.html","Benbecula, 29 May 1883 - Angus Mcfie"
"205",1,"752","Benbecula, Torlum","Donald Mckinnon","Balvannich","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-donald-mckinnon.html","Benbecula, 29 May 1883 - Donald Mckinnon"
"206",1,"753","Benbecula, Torlum","Ranald Macdonald","Aird","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-ranald-macdonald.html","Benbecula, 29 May 1883 - Ranald Macdonald"
"207",1,"756","Benbecula, Torlum","Angus Macdonald","Griminish","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-angus-macdonald.html","Benbecula, 29 May 1883 - Angus Macdonald"
"208",1,"759","Benbecula, Torlum","Donald Mcdonald","Torlum","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-donald-mcdonald.html","Benbecula, 29 May 1883 - Donald Mcdonald"
"209",1,"762","Benbecula, Torlum","Ranald Macdonald","","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-ranald-macdonald_01.html","Benbecula, 29 May 1883 - Ranald Macdonald"
"210",1,"775","Benbecula, Torlum","Angus Mckinnon","Linicleit","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-angus-mckinnon.html","Benbecula, 29 May 1883 - Angus Mckinnon"
"211",1,"777","Benbecula, Torlum","Rev Donald Mccoll","Iochdar","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-rev-donald-mccoll.html","Benbecula, 29 May 1883 - Rev Donald Mccoll"
"212",1,"783","Benbecula, Torlum","John Mcleod","Iochdar","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-john-mcleod.html","Benbecula, 29 May 1883 - John Mcleod"
"213",1,"783","Benbecula, Torlum","John Mckellag","Hacleit","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-john-mckellag.html","Benbecula, 29 May 1883 - John Mckellag"
"214",1,"784","Benbecula, Torlum","John Mcdonald","Gramisdale","http://napier-outerhebrides.blogspot.com/2010/06/benbecula-29-may-1883-john-mcdonald.html","Benbecula, 29 May 1883 - John Mcdonald"
"215",1,"785","North Uist, Loch Eport","Malcolm Mcinnes","Tigharry","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-malcolm-mcinnes.html","North Uist, 30 May 1883 - Malcolm Mcinnes"
"216",1,"790","North Uist, Loch Eport","James Mccorquidale","Carinish","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-james.html","North Uist, 30 May 1883 - James Mccorquidale"
"217",1,"796","North Uist, Loch Eport","John Morrison","Loch Eport","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-john-morrison.html","North Uist, 30 May 1883 - John Morrison"
"218",1,"800","North Uist, Loch Eport","Angus Macaulay","Middle Quarter","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-angus-macaulay.html","North Uist, 30 May 1883 - Angus Macaulay"
"219",1,"803","North Uist, Loch Eport","Donald Mcqueen","Middle Quarter","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-donald-mcqueen.html","North Uist, 30 May 1883 - Donald Mcqueen"
"220",1,"804","North Uist, Loch Eport","Angus Macdonald","Island of Boreray","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-angus-macdonald.html","North Uist, 30 May 1883 - Angus Macdonald"
"221",1,"807","North Uist, Loch Eport","Rev Donald Mclean","Carinish","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-rev-donald.html","North Uist, 30 May 1883 - Rev Donald Mclean"
"222",1,"809","North Uist, Loch Eport","Rev John Alexander Macrae","North Uist","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-rev-john.html","North Uist, 30 May 1883 - Rev John Alexander Macrae"
"223",1,"816","North Uist, Loch Eport","John Macdonald","North Uist","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-john-macdonald.html","North Uist, 30 May 1883 - John Macdonald"
"224",1,"824","North Uist, Loch Eport","Angus Macaulay","Grimsay Island","https://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-angus-macaulay.html","North Uist, 30 May 1883 - Angus Macaulay"
"225",1,"825","North Uist, Loch Eport","John Macdonald","Illeray, Baleshare","https://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-john-macdonald.html","North Uist, 30 May 1883 - John Macdonald"
"226",1,"828","North Uist, Loch Eport","John Boyd","Houghgarry","https://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-john-boyd.html","North Uist, 30 May 1883 - John Boyd"
"227",1,"830","North Uist, Loch Eport","John Laing","Knock-an-Torran","https://napier-outerhebrides.blogspot.com/2010/06/john-laing-loch-eport.html","North Uist, 30 May 1883, John Laing, Loch Eport"
"228",1,"832","North Uist, Loch Eport","Angus Fraser","Balemore","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-angus-fraser.html","North Uist, 30 May 1883 - Angus Fraser"
"229",1,"833","North Uist, Loch Eport","Archibald Macdonald","Knockline","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-archibald.html","North Uist, 30 May 1883 - Archibald Macdonald"
"230",1,"836","North Uist, Loch Eport","Alexander Mackinnon","Cladach Carinish","http://napier-outerhebrides.blogspot.com/2010/06/north-uist-30-may-1883-alexander.html","North Uist, 30 May 1883 - Alexander Mackinnon"
"231",1,"837","Harris, Obe","Rev Alexander Davidson","Harris","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-rev-alexander.html","Obe, Harris, 31 May 1883 - Rev Alexander Davidson"
"232",1,"845","Harris, Obe","Malcolm Mcleod","Bernera","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-malcolm-mcleod.html","Obe, Harris, 31 May 1883 - Malcolm Mcleod"
"233",2,"849","Harris, Obe","Lachlan Munro","Bernera","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-lachlan-munro.html","Obe, Harris, 31 May 1883 - Lachlan Munro"
"234",2,"851","Harris, Obe","Roderick Ross","Geocrab","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-roderick-ross.html","Obe, Harris, 31 May 1883 - Roderick Ross"
"235",2,"852","Harris, Obe","Donald Morrison","Geocrab","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-donald-morrison.html","Obe, Harris, 31 May 1883 - Donald Morrison"
"236",2,"854","Harris, Obe","Hugh Morrison","Finsbay","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-hugh-morrison.html","Obe, Harris, 31 May 1883 - Hugh Morrison"
"237",2,"856","Harris, Obe","John Macdonald","North Uist","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-john-macdonald.html","Obe, Harris, 31 May 1883 - John Macdonald"
"238",2,"857","Harris, Obe","Kenneth Macdonald","Scaristavore","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-kenneth.html","Obe, Harris, 31 May 1883 - Kenneth Macdonald"
"239",2,"860","Harris, Obe","Thomas Brydone","","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-thomas-brydone.html","Obe, Harris, 31 May 1883 - Thomas Brydone"
"240",2,"863","Harris, Obe","Duncan Morrison","Finsbay","http://napier-outerhebrides.blogspot.com/2010/07/obe-harris-31-may-1883-duncan-morrison.html","Obe, Harris, 31 May 1883 - Duncan Morrison"
"241",2,"864","St Kilda, ","Rev John Mackay","St Kilda","http://napier-outerhebrides.blogspot.com/2010/05/st-kilda-2-june-1883-i.html","St Kilda, 2 June 1883 - Rev John Mackay"
"242",2,"870","St Kilda, ","Donald Macdonald","St Kilda","http://napier-outerhebrides.blogspot.com/2010/05/st-kilda-2-june-1883-ii.html","St Kilda, 2 June 1883 - Donald Macdonald"
"243",2,"873","St Kilda, ","Angus Gillies","St Kilda","http://napier-outerhebrides.blogspot.com/2010/05/st-kilda-2-june-1883-iii.html","St Kilda, 2 June 1883 - Angus Gillies"
"244",2,"875","Lewis, Meavaig","Murdo Mclean","Valtos","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-murdo-mclean.html","Meavaig, Lewis, 4 June 1883 - Murdo Mclean"
"245",2,"884","Lewis, Meavaig","Donald Mathieson","Kneep","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-donald.html","Meavaig, Lewis, 4 June 1883 - Donald Mathieson"
"246",2,"887","Lewis, Meavaig","Norman Morrison","Brenish","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-norman.html","Meavaig, Lewis, 4 June 1883 - Norman Morrison"
"247",2,"891","Lewis, Meavaig","William Mackay","Lewis Estate","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-william.html","Meavaig, Lewis, 4 June 1883 - William Mackay"
"248",2,"901","Lewis, Meavaig","Angus Macarthur","Kirkibost, Bernera","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-angus.html","Meavaig, Lewis, 4 June 1883 - Angus Macarthur"
"249",2,"904","Lewis, Meavaig","George Macaulay","Hacleit, Bernera","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-george.html","Meavaig, Lewis, 4 June 1883 - George Macaulay"
"250",2,"907","Lewis, Meavaig","Rev Angus Maciver","","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-rev-angus.html","Meavaig, Lewis, 4 June 1883 - Rev Angus Maciver"
"251",2,"919","Lewis, Meavaig","John Mathieson","Aird, Uig","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-john.html","Meavaig, Lewis, 4 June 1883 - John Mathieson"
"252",2,"923","Lewis, Meavaig","John Ferguson","Carishader","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-john-ferguson.html","Meavaig, Lewis, 4 June 1883 - John Ferguson"
"253",2,"924","Lewis, Meavaig","Alexander Macdonald","Crowlista","http://napier-outerhebrides.blogspot.com/2010/07/meavaig-lewis-4-june-1883-alexander.html","Meavaig, Lewis, 4 June 1883 - Alexander Macdonald"
"254",2,"927","Lewis, Breasclete","Neil Maclennan","Breasclete Park","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-neil.html","Breasclete, Lewis, 5 June 1883 - Neil Maclennan"
"255",2,"932","Lewis, Breasclete","John Maciver","Breasclete","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-john.html","Breasclete, Lewis, 5 June 1883 - John Maciver"
"256",2,"936","Lewis, Breasclete","Donald Martin","Tolsta","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-donald.html","Breasclete, Lewis, 5 June 1883 - Donald Martin"
"257",2,"941","Lewis, Breasclete","Donald Macdonald","Dun of Carloway","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-donald_09.html","Breasclete, Lewis, 5 June 1883 - Donald Macdonald"
"258",2,"943","Lewis, Breasclete","Murdo Macdonald","Tobson, Berneray","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-donald_5132.html","Breasclete, Lewis, 5 June 1883 - Murdo Macdonald"
"259",2,"951","Lewis, Breasclete","John Mackenzie","Callernish","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-john_09.html","Breasclete, Lewis, 5 June 1883 - John Mackenzie"
"260",2,"952","Lewis, Breasclete","George Smith","Callernish","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-george.html","Breasclete, Lewis, 5 June 1883 - George Smith"
"261",2,"953","Lewis, Breasclete","Murdo Macleod","Borrowston","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-murdo.html","Breasclete, Lewis, 5 June 1883 - Murdo Macleod"
"262",2,"954","Lewis, Breasclete","Norman Mcarthur","Borrowston","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-norman.html","Breasclete, Lewis, 5 June 1883 - Norman Mcarthur"
"263",2,"954","Lewis, Breasclete","Norman Macphail","Upper Carloway","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-norman_09.html","Breasclete, Lewis, 5 June 1883 -  Norman Macphail"
"264",2,"955","Lewis, Breasclete","Norman Morrison","Knock, Carloway","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-norman_8520.html","Breasclete, Lewis, 5 June 1883 -  Norman Morrison"
"265",2,"956","Lewis, Breasclete","Angus Paterson","Kirvig","http://napier-outerhebrides.blogspot.com/2010/07/breasclete-lewis-5-june-1883-angus.html","Breasclete, Lewis, 5 June 1883 -  Angus Paterson"
"266",2,"957","Lewis, Barvas ","William Mackay","Lewis Estate","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-william-mackay.html","Barvas, Lewis, 6 June 1883 - William Mackay"
